index,year,month,cpi_food_away_from_home,Flour_wpu0212,MozzarellaCheese_wpu023302122,TomatoSauce_wpu02440127,Pepperoni_wpu0221050322,OliveOil_wpu01830181,GreenPepper_wpu01130228,Sausage_wpu02210503,Bacon_wpu0221044724,Ham_wpu0221044722,Salt_wpu02890156,Sugar_wpu025,Water_wpu02620608,fed_int_rate,us_gdp_m,us_umemploy_r,electricity_kwh,reg_gasoline,fnb_shops_emp,home_price_idx
273,2022,10,222.016,277.106,104.831,202.044,143.02,161.722,387.36,208.438,143.651,142.446,123.99,253.687,113.487,3.08,22249.46,4.43,0.128684211,3.23,234.1,235.27
274,2022,11,222.09,279.486,104.181,207.064,142.576,161.722,554.816,209.595,132.719,143.054,126.561,252.689,113.721,3.78,22300.79,4.43,0.128947368,3.12,235,233.64
275,2022,12,224.396,275.912,106.283,208.003,140.784,161.722,468.077,205.475,134.011,143.471,127.27,252.208,115.072,4.1,22352.11,4.43,0.129210526,2.86,236.4,230.96
276,2023,1,224.386,275.85,104.465,207.6,139.263,171.17,575.991,202.462,131.315,125.489,123.8,253.282,116.184,4.33,22403.44,4.43,0.129473684,3.08,233.4,229.64
277,2023,2,225.682,276.41,99.355,208.374,137.63,171.073,439.894,202.048,125.86,127.264,123.076,259.254,116.97,4.57,22448.77,4.43,0.129736842,3.25,236.4,229.74
278,2023,3,227.327,270.852,98.918,209.603,139.315,172.062,565.094,206.024,124.383,144.879,131.163,260.484,118.021,4.65,22494.09,4.43,0.13,3.2,239.1,232.56
279,2023,4,230.117,268.622,98.89,209.373,140.705,172.02,373.596,205.324,123.982,144.352,129.597,261.389,117.822,4.83,22539.42,4.43,0.13,3.32,239.2,235.64
280,2023,5,230.426,270.148,92.757,216.504,139.176,171.074,478.223,200.087,119.974,143.191,125.483,263.387,118.574,5.06,22619.92,4.43,0.13,3.25,243.4,238.82
281,2023,6,234.295,265.497,88.419,216.38,138.941,171.521,358.395,200.861,118.641,120.259,128.357,266.223,117.789,5.08,22700.43,4.42,0.17,3.27,244.5,241.64
282,2023,7,233.605,265.714,84.778,217.285,138.647,170.671,321.988,204.462,116.856,146.226,127.412,268.013,117.237,5.12,22780.93,4.42,0.17,3.35,243.6,243.72
283,2023,8,237.69,264.516,94.999,219.121,144.634,170.584,455.685,211.277,121.26,144.131,127.346,268.433,120.357,5.33,22840.82,4.42,0.17,3.64,244.2,244.99
284,2023,9,240.429,264.713,98.318,224.201,145.605,171.413,322.739,207.804,128.071,146.282,131.508,265.717,119.934,5.33,22900.71,4.42,0.17,3.48,240.3,244.42
285,2023,10,238.267,263.364,94.505,225.362,144.481,171.413,318.827,205.707,128.072,145.25,131.536,266.347,117.693,5.33,22960.6,4.42,0.15,3.13,243,243.13
286,2023,11,239.041,262.779,91.832,227.514,142.137,170.534,431.231,207.524,119.355,141.254,131.428,266.476,119.239,5.33,22991.58,4.42,0.14,2.89,246.6,242.73
287,2023,12,239.135,264.332,89.422,226.849,137.45,169.625,346.574,207.077,114.862,143.584,131.674,267.161,119.712,5.33,23022.56,4.42,0.14,3.05,245.8,242.34
288,2024,1,239.526,263.484,86.066,226.963,136.324,172.799,529.351,202.651,110.816,141.412,130.929,268.23,119.01,5.33,23053.54,4.42,0.14,2.98,242.9,241.14
289,2024,2,239.705,263.221,88.311,230.359,131.261,173.745,693.727,200.021,113.305,133.791,130.906,275.13,118.11,5.33,23110.33,4.42,0.15,3.1,244.1,243.01
290,2024,3,241.155,260.653,86.981,223.374,135.344,171.967,483.6,204.92,118.148,127.426,131.338,279.807,117.926,5.33,23167.12,4.41,0.15,3.3,249.1,246.01
291,2024,4,241.539,259.383,85.41,225.06,132.832,174.792,400.91,207.665,121.694,137.977,131.434,286.849,118.104,5.33,23223.91,4.41,0.15,3.4,249.9,248.53
292,2024,5,243.508,263.12,94.858,223.489,134.494,174.692,356.969,207.454,122.165,141.335,131.093,285.287,118.852,5.33,,4.41,0.16,3.42,253.6,250.26
293,2024,6,244.043,260.644,96.863,223.664,138.905,173.142,764.287,208.462,124.419,128.621,131.464,289.165,117.055,5.33,,4.41,0.18,3.33,257.9,251.56
294,2024,7,244.672,258.948,99.373,223.431,138.015,173.083,526.007,212.217,123.885,144.554,131.771,289.147,119.27,5.33,,4.41,0.18,3.37,261.7,251.58
295,2024,8,246.49,258.76,100.232,223.232,136.949,173.083,479.533,210.671,129.008,143.721,131.544,292.498,119.592,5.33,,4.41,0.18,3.24,257.3,
